league,season,team,player,nation,pos,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk
INT-World Cup,2018,Senegal,Moussa Konaté,Senegal,FW,25,1993,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Senegal,Moussa Wagué,Senegal,DF,19,1998,3,2,197,2.2,1,0,1,1,0,0,0,0,0.46,0.0,0.46,0.46,0.46
INT-World Cup,2018,Senegal,Sadio Mané,Senegal,"MF,FW",26,1992,3,3,270,3.0,1,0,1,1,0,0,0,0,0.33,0.0,0.33,0.33,0.33
INT-World Cup,2018,Senegal,Salif Sané,Senegal,DF,27,1990,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Senegal,Youssouf Sabaly,Senegal,DF,25,1993,3,3,253,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Serbia,Adem Ljajić,Serbia,MF,26,1991,3,2,170,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Serbia,Aleksandar Kolarov,Serbia,DF,32,1985,3,3,270,3.0,1,0,1,1,0,0,0,0,0.33,0.0,0.33,0.33,0.33
INT-World Cup,2018,Serbia,Aleksandar Mitrović,Serbia,FW,23,1994,3,3,266,3.0,1,0,1,1,0,0,2,0,0.34,0.0,0.34,0.34,0.34
INT-World Cup,2018,Serbia,Aleksandar Prijović,Serbia,FW,28,1990,1,0,2,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Serbia,Andrija Živković,Serbia,"FW,MF",21,1996,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Serbia,Antonio Rukavina,Serbia,DF,34,1984,2,1,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Serbia,Branislav Ivanović,Serbia,DF,34,1984,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Serbia,Dušan Tadić,Serbia,MF,29,1988,3,3,261,2.9,0,1,1,0,0,0,0,0,0.0,0.34,0.34,0.0,0.34
INT-World Cup,2018,Serbia,Duško Tošić,Serbia,DF,33,1985,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Serbia,Filip Kostić,Serbia,MF,25,1992,3,2,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Serbia,Luka Jović,Serbia,FW,20,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Serbia,Luka Milivojević,Serbia,MF,27,1991,2,2,170,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Serbia,Miloš Veljković,Serbia,DF,22,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Serbia,Nemanja Matić,Serbia,MF,29,1988,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Serbia,Nemanja Radonjić,Serbia,"FW,MF",22,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Serbia,Nikola Milenković,Serbia,DF,20,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Serbia,Sergej Milinković-Savić,Serbia,MF,23,1995,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Serbia,Vladimir Stojković,Serbia,GK,34,1983,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Spain,Andrés Iniesta,Spain,MF,34,1984,4,3,283,3.1,0,1,1,0,0,0,0,0,0.0,0.32,0.32,0.0,0.32
INT-World Cup,2018,Spain,Dani Carvajal,Spain,DF,26,1992,3,2,231,2.6,0,1,1,0,0,0,0,0,0.0,0.39,0.39,0.0,0.39
INT-World Cup,2018,Spain,David Silva,Spain,MF,32,1986,4,4,324,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Spain,David de Gea,Spain,GK,27,1990,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Spain,Diego Costa,Spain,FW,29,1988,4,4,316,3.5,3,0,3,3,0,0,0,0,0.85,0.0,0.85,0.85,0.85
INT-World Cup,2018,Spain,Gerard Piqué,Spain,DF,31,1987,4,4,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Spain,Iago Aspas,Spain,"FW,MF",30,1987,3,0,72,0.8,1,0,1,1,0,0,0,0,1.25,0.0,1.25,1.25,1.25
INT-World Cup,2018,Spain,Isco,Spain,MF,26,1992,4,4,390,4.3,1,0,1,1,0,0,0,0,0.23,0.0,0.23,0.23,0.23
INT-World Cup,2018,Spain,Jordi Alba,Spain,DF,29,1989,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Spain,Koke,Spain,MF,26,1992,3,2,230,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Spain,Lucas Vázquez,Spain,MF,26,1991,2,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Spain,Marco Asensio,Spain,MF,22,1996,3,1,132,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Spain,Nacho,Spain,DF,28,1990,2,2,159,1.8,1,0,1,1,0,0,0,0,0.57,0.0,0.57,0.57,0.57
INT-World Cup,2018,Spain,Rodrigo,Spain,"FW,MF",27,1991,3,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Spain,Sergio Busquets,Spain,MF,29,1988,4,4,390,4.3,0,1,1,0,0,0,1,0,0.0,0.23,0.23,0.0,0.23
INT-World Cup,2018,Spain,Sergio Ramos,Spain,DF,32,1986,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Spain,Thiago Alcántara,Spain,MF,27,1991,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Sweden,Albin Ekdal,Sweden,MF,28,1989,5,5,419,4.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Sweden,Andreas Granqvist,Sweden,DF,33,1985,5,5,450,5.0,2,0,2,0,2,2,0,0,0.4,0.0,0.4,0.0,0.0
INT-World Cup,2018,Sweden,Emil Forsberg,Sweden,MF,26,1991,5,5,415,4.6,1,0,1,1,0,0,0,0,0.22,0.0,0.22,0.22,0.22
INT-World Cup,2018,Sweden,Emil Krafth,Sweden,DF,23,1994,2,1,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Sweden,Gustav Svensson,Sweden,MF,31,1987,3,1,134,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Sweden,Isaac Kiese Thelin,Sweden,FW,25,1992,4,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Sweden,Jimmy Durmaz,Sweden,MF,29,1989,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Sweden,John Guidetti,Sweden,FW,26,1992,2,0,39,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Sweden,Ludwig Augustinsson,Sweden,DF,24,1994,5,5,450,5.0,1,0,1,1,0,0,0,0,0.2,0.0,0.2,0.2,0.2
INT-World Cup,2018,Sweden,Marcus Berg,Sweden,FW,31,1986,5,5,425,4.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Sweden,Martin Olsson,Sweden,"DF,MF",30,1988,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Sweden,Mikael Lustig,Sweden,DF,31,1986,4,4,351,3.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Sweden,Ola Toivonen,Sweden,FW,31,1986,5,5,397,4.4,1,1,2,1,0,0,0,0,0.23,0.23,0.45,0.23,0.45
INT-World Cup,2018,Sweden,Oscar Hiljemark,Sweden,MF,25,1992,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Sweden,Pontus Jansson,Sweden,DF,27,1991,2,1,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Sweden,Robin Olsen,Sweden,GK,28,1990,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Sweden,Sebastian Larsson,Sweden,MF,33,1985,4,4,316,3.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Sweden,Victor Lindelöf,Sweden,DF,23,1994,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Sweden,Viktor Claesson,Sweden,MF,26,1992,5,5,433,4.8,0,2,2,0,0,0,1,0,0.0,0.42,0.42,0.0,0.42
INT-World Cup,2018,Switzerland,Blerim Džemaili,Switzerland,MF,32,1986,4,4,324,3.6,1,0,1,1,0,0,0,0,0.28,0.0,0.28,0.28,0.28
INT-World Cup,2018,Switzerland,Breel Embolo,Switzerland,MF,21,1997,4,1,137,1.5,0,1,1,0,0,0,0,0,0.0,0.66,0.66,0.0,0.66
INT-World Cup,2018,Switzerland,Denis Zakaria,Switzerland,"DF,MF",21,1996,2,0,52,0.6,0,1,1,0,0,0,1,0,0.0,1.73,1.73,0.0,1.73
INT-World Cup,2018,Switzerland,Fabian Schär,Switzerland,DF,26,1991,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Switzerland,Granit Xhaka,Switzerland,MF,25,1992,4,4,360,4.0,1,0,1,1,0,0,1,0,0.25,0.0,0.25,0.25,0.25
INT-World Cup,2018,Switzerland,Haris Seferović,Switzerland,FW,26,1992,3,2,142,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Switzerland,Johan Djourou,Switzerland,DF,31,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Switzerland,Josip Drmić,Switzerland,FW,25,1992,3,1,113,1.3,1,0,1,1,0,0,0,0,0.8,0.0,0.8,0.8,0.8
INT-World Cup,2018,Switzerland,Manuel Akanji,Switzerland,DF,22,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Switzerland,Mario Gavranović,Switzerland,FW,28,1989,2,1,113,1.3,0,1,1,0,0,0,0,0,0.0,0.8,0.8,0.0,0.8
INT-World Cup,2018,Switzerland,Michael Lang,Switzerland,DF,27,1991,3,1,103,1.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Switzerland,Ricardo Rodríguez,Switzerland,DF,25,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Switzerland,Stephan Lichtsteiner,Switzerland,DF,34,1984,3,3,266,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Switzerland,Steven Zuber,Switzerland,MF,26,1991,3,3,251,2.8,1,0,1,1,0,0,0,0,0.36,0.0,0.36,0.36,0.36
INT-World Cup,2018,Switzerland,Valon Behrami,Switzerland,MF,33,1985,4,4,308,3.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Switzerland,Xherdan Shaqiri,Switzerland,MF,26,1991,4,4,350,3.9,1,1,2,1,0,0,1,0,0.26,0.26,0.51,0.26,0.51
INT-World Cup,2018,Switzerland,Yann Sommer,Switzerland,GK,29,1988,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Tunisia,Ahmed Khalil,Tunisia,MF,23,1994,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Tunisia,Ali Maâloul,Tunisia,DF,28,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Tunisia,Anice Badri,Tunisia,"MF,FW",27,1990,3,2,225,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Tunisia,Aymen Mathlouthi,Tunisia,GK,33,1984,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Tunisia,Bassem Srarfi,Tunisia,"FW,MF",20,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Tunisia,Dylan Bronn,Tunisia,DF,22,1995,2,2,113,1.3,1,0,1,1,0,0,0,0,0.8,0.0,0.8,0.8,0.8
INT-World Cup,2018,Tunisia,Ellyes Skhiri,Tunisia,MF,23,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Tunisia,Fakhreddine Ben Youssef,Tunisia,FW,26,1991,3,3,270,3.0,1,0,1,1,0,0,0,0,0.33,0.0,0.33,0.33,0.33
INT-World Cup,2018,Tunisia,Farouk Ben Mustapha,Tunisia,GK,28,1989,2,1,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Tunisia,Ferjani Sassi,Tunisia,MF,26,1992,3,3,193,2.1,1,0,1,0,1,1,2,0,0.47,0.0,0.47,0.0,0.0
INT-World Cup,2018,Tunisia,Ghaylène Chaalali,Tunisia,MF,24,1994,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Tunisia,Hamdi Nagguez,Tunisia,DF,25,1992,2,1,157,1.7,0,1,1,0,0,0,0,0,0.0,0.57,0.57,0.0,0.57
INT-World Cup,2018,Tunisia,Mohamed Ben Amor,Tunisia,"DF,MF",26,1992,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Tunisia,Mouez Hassen,Tunisia,GK,23,1995,1,1,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Tunisia,Naïm Sliti,Tunisia,FW,25,1992,3,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Tunisia,Oussama Haddadi,Tunisia,DF,26,1992,1,1,90,1.0,0,1,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0
INT-World Cup,2018,Tunisia,Rami Bedoui,Tunisia,DF,28,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Tunisia,Saber Khalifa,Tunisia,FW,31,1986,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Tunisia,Saîf-Eddine Khaoui,Tunisia,MF,23,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Tunisia,Syam Ben Youssef,Tunisia,DF,29,1989,2,2,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Tunisia,Wahbi Khazri,Tunisia,FW,27,1991,3,3,262,2.9,2,2,4,2,0,0,0,0,0.69,0.69,1.37,0.69,1.37
INT-World Cup,2018,Tunisia,Yassine Meriah,Tunisia,DF,24,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Tunisia,Yohan Benalouane,Tunisia,DF,31,1987,1,0,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Uruguay,Carlos Sánchez,Uruguay,MF,33,1984,3,1,124,1.4,0,2,2,0,0,0,0,0,0.0,1.45,1.45,0.0,1.45
INT-World Cup,2018,Uruguay,Cristhian Stuani,Uruguay,FW,31,1986,2,1,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Uruguay,Cristian Rodríguez,Uruguay,MF,32,1985,5,1,168,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Uruguay,Diego Godín,Uruguay,DF,32,1986,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Uruguay,Diego Laxalt,Uruguay,"DF,MF",25,1993,4,3,302,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Uruguay,Edinson Cavani,Uruguay,FW,31,1987,4,4,342,3.8,3,0,3,3,0,0,0,0,0.79,0.0,0.79,0.79,0.79
INT-World Cup,2018,Uruguay,Fernando Muslera,Uruguay,GK,31,1986,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Uruguay,Giorgian de Arrascaeta,Uruguay,MF,24,1994,2,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Uruguay,Guillermo Varela,Uruguay,DF,25,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Uruguay,Jonathan Urretaviscaya,Uruguay,"FW,MF",28,1990,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Uruguay,José María Giménez,Uruguay,DF,23,1995,4,4,360,4.0,1,0,1,1,0,0,0,0,0.25,0.0,0.25,0.25,0.25
INT-World Cup,2018,Uruguay,Lucas Torreira,Uruguay,MF,22,1996,5,3,306,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Uruguay,Luis Suárez,Uruguay,FW,31,1987,5,5,450,5.0,2,1,3,2,0,0,0,0,0.4,0.2,0.6,0.4,0.6
INT-World Cup,2018,Uruguay,Martín Cáceres,Uruguay,DF,31,1987,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Uruguay,Matías Vecino,Uruguay,MF,26,1991,5,5,414,4.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Uruguay,Maxi Gómez,Uruguay,FW,21,1996,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Uruguay,Nahitan Nández,Uruguay,MF,22,1995,5,4,290,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Uruguay,Rodrigo Bentancur,Uruguay,"MF,FW",20,1997,5,5,362,4.0,0,1,1,0,0,0,2,0,0.0,0.25,0.25,0.0,0.25
INT-World Cup,2018,Uruguay,Sebastián Coates,Uruguay,DF,27,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
