league,season,team,player,nation,pos,age,club,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,90s,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_pk,standard_pkatt,playing_time_playing_time_mp,playing_time_playing_time_min,playing_time_mn/mp,playing_time_min%,playing_time_playing_time_90s,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success_+/-,team_success_+/-90,team_success_on-off,misc_90s,misc_performance_crdy,misc_performance_crdr,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og
INT-World Cup,2022,Saudi Arabia,Nasser Al-Dawsari,Saudi Arabia,"DF,MF",23,1. Al-Hilal,1998,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,5.0,5.0,1.9,0.1,0,,0,1,5.0,2,0.0,0.0,0.0,0.0,0.0,0.68,0.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,0.0
INT-World Cup,2022,Saudi Arabia,Nawaf Al Abed,Saudi Arabia,"FW,MF",32,1. Al-Shabab,1990,2.0,0.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.05,0.0,0.0,,0.0,0.0,2,88.0,44.0,32.6,1.0,0,,0,2,44.0,1,1.5,2.0,1.0,1.0,1.02,2.51,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,,,0.0
INT-World Cup,2022,Saudi Arabia,Nawaf Al Aqidi,Saudi Arabia,GK,22,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Saudi Arabia,Riyadh Sharahili,Saudi Arabia,MF,29,1. Abha,1993,1.0,0.0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,54.0,54.0,20.0,0.6,0,,0,1,54.0,0,0.0,1.0,2.0,-1.0,-1.67,-1.25,0.6,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,,,0.0
INT-World Cup,2022,Saudi Arabia,Saleh Al-Shehri,Saudi Arabia,FW,28,1. Al-Hilal,1993,3.0,3.0,223.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.0,0.4,0.4,0.4,2.5,1.0,2.0,2.0,100.0,0.81,0.81,0.5,0.5,0.0,0.0,3,223.0,74.0,82.6,2.5,3,74.0,0,0,,0,1.0,2.0,5.0,-3.0,-1.21,-3.13,2.5,1.0,0.0,0.0,6.0,5.0,0.0,1.0,0.0,1.0,,,0.0
INT-World Cup,2022,Saudi Arabia,Salem Al-Dawsari,Saudi Arabia,FW,30,1. Al-Hilal,1991,3.0,3.0,270.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.67,0.0,0.67,0.67,0.67,3.0,2.0,7.0,5.0,71.4,2.33,1.67,0.29,0.4,0.0,1.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.0,3.0,5.0,-2.0,-0.67,,3.0,1.0,0.0,0.0,3.0,3.0,0.0,4.0,1.0,4.0,,,0.0
INT-World Cup,2022,Saudi Arabia,Salman Al-Faraj,Saudi Arabia,MF,32,1. Al-Hilal,1989,1.0,1.0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,44.0,44.0,16.3,0.5,1,44.0,0,0,,0,3.0,0.0,1.0,-1.0,-2.05,-1.65,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0
INT-World Cup,2022,Saudi Arabia,Sami Al-Najei,Saudi Arabia,MF,25,1. Al-Nassr,1997,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,45.0,45.0,16.7,0.5,1,45.0,0,0,,2,0.0,0.0,1.0,-1.0,-2.0,-1.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0
INT-World Cup,2022,Saudi Arabia,Saud Abdulhamid,Saudi Arabia,"DF,MF",22,1. Al-Hilal,1999,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.0,3.0,5.0,-2.0,-0.67,,3.0,1.0,0.0,0.0,7.0,5.0,0.0,9.0,1.0,3.0,,,0.0
INT-World Cup,2022,Saudi Arabia,Sultan Al-Ghanam,Saudi Arabia,DF,28,1. Al-Nassr,1994,3.0,1.0,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,2.0,0.0,0.0,1.43,0.0,0.0,,0.0,0.0,3,126.0,42.0,46.7,1.4,1,87.0,0,2,20.0,0,1.0,0.0,3.0,-3.0,-2.14,-2.77,1.4,0.0,0.0,0.0,2.0,0.0,1.0,7.0,2.0,0.0,,,0.0
INT-World Cup,2022,Saudi Arabia,Yasser Al-Shahrani,Saudi Arabia,DF,30,1. Al-Hilal,1992,1.0,1.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,89.0,89.0,33.0,1.0,1,89.0,0,0,,0,3.0,2.0,1.0,1.0,1.01,2.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,,,0.0
INT-World Cup,2022,Senegal,Abdou Diallo,Senegal,DF,26,1. RB Leipzig,1996,4.0,4.0,331.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,1.0,0.0,0.0,0.27,0.0,0.0,,0.0,0.0,4,331.0,83.0,91.9,3.7,4,83.0,3,0,,0,1.5,5.0,5.0,0.0,0.0,6.21,3.7,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,,,0.0
INT-World Cup,2022,Senegal,Alfred Gomis,Senegal,GK,28,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Senegal,Bamba Dieng,Senegal,FW,22,1. Marseille,2000,4.0,0.0,100.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.9,1.1,1.0,4.0,1.0,25.0,3.6,0.9,0.25,1.0,0.0,0.0,4,100.0,25.0,27.8,1.1,0,,0,4,25.0,0,1.5,1.0,4.0,-3.0,-2.7,-3.05,1.1,0.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,1.0,,,0.0
INT-World Cup,2022,Senegal,Boulaye Dia,Senegal,"FW,MF",25,1. Salernitana,1996,4.0,4.0,318.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.28,0.0,0.28,0.28,0.28,3.5,1.0,8.0,3.0,37.5,2.26,0.85,0.13,0.33,0.0,0.0,4,318.0,80.0,88.3,3.5,4,80.0,1,0,,0,1.5,5.0,5.0,0.0,0.0,4.29,3.5,1.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,,,0.0
INT-World Cup,2022,Senegal,Cheikhou Kouyaté,Senegal,MF,32,1. Nottingham,1989,1.0,1.0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,72.0,72.0,20.0,0.8,1,72.0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.62,0.8,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,,,0.0
INT-World Cup,2022,Senegal,Famara Diedhiou,Senegal,FW,29,1. Alanyaspor,1992,2.0,1.0,92.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.98,0.0,0.98,0.98,0.98,1.0,1.0,3.0,1.0,33.3,2.93,0.98,0.33,1.0,0.0,0.0,2,92.0,46.0,25.6,1.0,1,73.0,0,1,19.0,2,1.5,2.0,0.0,2.0,1.96,3.3,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Senegal,Fodé Ballo-Touré,Senegal,"DF,MF",25,1. Milan,1997,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,7.0,7.0,1.9,0.1,0,,0,1,7.0,1,0.0,0.0,0.0,0.0,0.0,0.51,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0
INT-World Cup,2022,Senegal,Formose Mendy,Senegal,DF,21,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Senegal,Idrissa Gueye,Senegal,MF,32,1. Everton,1989,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,25.0,1.33,0.33,0.0,0.0,0.0,0.0,3,270.0,90.0,75.0,3.0,3,90.0,3,0,,0,2.0,5.0,4.0,1.0,0.33,3.33,3.0,2.0,0.0,0.0,4.0,1.0,0.0,15.0,4.0,1.0,,,0.0
INT-World Cup,2022,Senegal,Iliman Ndiaye,Senegal,"MF,FW",22,2. Sheffield United,2000,3.0,2.0,135.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.67,1.5,0.0,2.0,0.0,0.0,1.33,0.0,0.0,,0.0,0.0,3,135.0,45.0,37.5,1.5,2,60.0,0,1,16.0,1,2.0,3.0,4.0,-1.0,-0.67,-0.27,1.5,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,,,0.0
INT-World Cup,2022,Senegal,Ismail Jakobs,Senegal,DF,22,1. Monaco,1999,4.0,3.0,278.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32,0.32,0.0,0.32,3.1,0.0,1.0,0.0,0.0,0.32,0.0,0.0,,0.0,0.0,4,278.0,70.0,77.2,3.1,3,83.0,1,1,29.0,0,1.5,4.0,6.0,-2.0,-0.65,-0.65,3.1,1.0,0.0,0.0,3.0,6.0,0.0,18.0,4.0,0.0,,,0.0
INT-World Cup,2022,Senegal,Ismaila Sarr,Senegal,"MF,FW",24,2. Watford,1998,4.0,4.0,344.0,3.8,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.26,0.0,0.26,0.0,0.0,3.8,1.0,11.0,2.0,18.2,2.88,0.52,0.0,0.0,1.0,1.0,4,344.0,86.0,95.6,3.8,4,86.0,3,0,,0,1.5,4.0,6.0,-2.0,-0.52,-0.52,3.8,0.0,0.0,0.0,3.0,17.0,3.0,8.0,2.0,2.0,,,0.0
INT-World Cup,2022,Senegal,Kalidou Koulibaly,Senegal,DF,30,1. Chelsea,1991,4.0,4.0,360.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.25,0.25,4.0,1.0,2.0,1.0,50.0,0.5,0.25,0.5,1.0,0.0,0.0,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.5,5.0,7.0,-2.0,-0.5,,4.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,9.0,,,0.0
INT-World Cup,2022,Senegal,Krépin Diatta,Senegal,"MF,FW",23,1. Monaco,1999,3.0,3.0,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,33.3,1.49,0.5,0.0,0.0,0.0,0.0,3,181.0,60.0,50.3,2.0,3,60.0,0,0,,1,1.0,2.0,2.0,0.0,0.0,1.01,2.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,0.0,0.0,,,0.0
INT-World Cup,2022,Senegal,Mamadou Loum,Senegal,"DF,MF",25,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Senegal,Moussa N'Diaye,Senegal,DF,19,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Senegal,Moustapha Name,Senegal,MF,27,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Senegal,Nampalys Mendy,Senegal,MF,29,1. Leicester City,1992,4.0,3.0,272.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.66,0.0,0.0,,0.0,0.0,4,272.0,68.0,75.6,3.0,3,85.0,2,1,16.0,0,1.5,2.0,5.0,-3.0,-0.99,-2.02,3.0,1.0,0.0,0.0,5.0,2.0,0.0,2.0,3.0,4.0,,,0.0
INT-World Cup,2022,Senegal,Nicolas Jackson,Senegal,FW,20,1. Villarreal,2001,1.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,17.0,17.0,4.7,0.2,0,,0,1,17.0,3,0.0,0.0,2.0,-2.0,-10.59,-10.59,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Senegal,Pape Abou Cissé,Senegal,DF,26,1. Olympiacos,1995,3.0,1.0,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,105.0,35.0,29.2,1.2,1,90.0,1,2,8.0,1,2.0,1.0,3.0,-2.0,-1.71,-1.71,1.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,0.0
INT-World Cup,2022,Senegal,Pape Gueye,Senegal,MF,23,1. Marseille,1999,3.0,1.0,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,4.0,2.0,50.0,2.35,1.18,0.0,0.0,0.0,0.0,3,153.0,51.0,42.5,1.7,1,90.0,1,2,32.0,1,1.0,2.0,4.0,-2.0,-1.18,-1.18,1.7,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,2.0,,,0.0
INT-World Cup,2022,Senegal,Pape Matar Sarr,Senegal,MF,19,1. Tottenham,2002,2.0,0.0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,4.0,0.0,0.0,6.1,0.0,0.0,,0.0,0.0,2,59.0,30.0,16.4,0.7,0,,0,2,30.0,2,1.5,1.0,2.0,-1.0,-1.53,-1.23,0.7,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,,,0.0
INT-World Cup,2022,Senegal,Pathé Ciss,Senegal,MF,28,1. Rayo Vallecano,1994,3.0,2.0,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,1.0,0.0,0.0,0.62,0.0,0.0,,0.0,0.0,3,146.0,49.0,40.6,1.6,2,60.0,0,1,27.0,1,2.0,3.0,4.0,-1.0,-0.62,-0.2,1.6,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,3.0,,,0.0
INT-World Cup,2022,Senegal,Seny Dieng,Senegal,GK,27,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Senegal,Youssouf Sabaly,Senegal,DF,29,1. Real Betis,1993,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,50.0,0.5,0.25,0.0,0.0,0.0,0.0,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.5,5.0,7.0,-2.0,-0.5,,4.0,0.0,0.0,0.0,3.0,12.0,0.0,7.0,4.0,6.0,,,0.0
INT-World Cup,2022,Senegal,Édouard Mendy,Senegal,GK,30,1. Chelsea,1992,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.5,5.0,7.0,-2.0,-0.5,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Serbia,Aleksandar Mitrović,Serbia,FW,27,1. Fulham,1994,3.0,3.0,262.0,2.9,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.69,0.0,0.69,0.69,0.69,2.9,2.0,10.0,3.0,30.0,3.44,1.03,0.2,0.67,0.0,0.0,3,262.0,87.0,97.0,2.9,3,87.0,2,0,,0,0.33,5.0,8.0,-3.0,-1.03,-1.03,2.9,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,,,0.0
INT-World Cup,2022,Serbia,Andrija Živković,Serbia,MF,25,1. PAOK,1996,3.0,3.0,210.0,2.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86,0.0,0.86,2.3,0.0,1.0,0.0,0.0,0.43,0.0,0.0,,0.0,0.0,3,210.0,70.0,77.8,2.3,3,70.0,0,0,,0,0.33,5.0,6.0,-1.0,-0.43,2.57,2.3,0.0,0.0,0.0,2.0,4.0,0.0,8.0,3.0,4.0,,,0.0
INT-World Cup,2022,Serbia,Darko Lazović,Serbia,MF,31,1. Hellas Verona,1990,1.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.0,0.0,3.6,0.0,0.0,,0.0,0.0,1,25.0,25.0,9.3,0.3,0,,0,1,25.0,2,0.0,0.0,1.0,-1.0,-3.6,-2.87,0.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0
INT-World Cup,2022,Serbia,Dušan Tadić,Serbia,"MF,FW",33,1. Ajax,1988,3.0,3.0,257.0,2.9,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,2.9,0.0,1.0,0.0,0.0,0.35,0.0,0.0,,0.0,0.0,3,257.0,86.0,95.2,2.9,3,86.0,2,0,,0,0.33,5.0,8.0,-3.0,-1.05,-1.05,2.9,0.0,0.0,0.0,7.0,4.0,1.0,18.0,1.0,3.0,,,0.0
INT-World Cup,2022,Serbia,Dušan Vlahović,Serbia,FW,22,1. Juventus,2000,2.0,1.0,79.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.14,0.0,1.14,1.14,1.14,0.9,1.0,3.0,3.0,100.0,3.42,3.42,0.33,0.33,0.0,0.0,2,79.0,40.0,29.3,0.9,1,54.0,0,1,25.0,1,0.0,2.0,4.0,-2.0,-2.28,-1.81,0.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Serbia,Filip Kostić,Serbia,MF,29,1. Juventus,1992,2.0,2.0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,0.0,0.0,2,179.0,90.0,66.3,2.0,2,90.0,1,0,,1,0.5,5.0,6.0,-1.0,-0.5,1.48,2.0,0.0,0.0,0.0,3.0,1.0,2.0,16.0,0.0,3.0,,,0.0
INT-World Cup,2022,Serbia,Filip Mladenović,Serbia,MF,30,1. Legia Warsaw,1991,1.0,1.0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,1.0,0.0,0.0,1.38,0.0,0.0,,0.0,0.0,1,65.0,65.0,24.1,0.7,1,65.0,0,0,,2,0.0,0.0,1.0,-1.0,-1.38,-0.51,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0
INT-World Cup,2022,Serbia,Filip Đuričić,Serbia,"FW,MF",30,1. Sampdoria,1992,2.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2,14.0,7.0,5.2,0.2,0,,0,2,7.0,1,0.5,0.0,0.0,0.0,0.0,1.05,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Serbia,Ivan Ilić,Serbia,MF,21,1. Hellas Verona,2001,1.0,0.0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,34.0,34.0,12.6,0.4,0,,0,1,34.0,2,0.0,0.0,2.0,-2.0,-5.29,-4.91,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0
INT-World Cup,2022,Serbia,Luka Jović,Serbia,FW,24,1. Fiorentina,1997,1.0,0.0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,2.0,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,1,36.0,36.0,13.3,0.4,0,,0,1,36.0,1,0.5,3.0,3.0,0.0,0.0,1.15,0.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
INT-World Cup,2022,Serbia,Marko Dmitrović,Serbia,GK,30,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Serbia,Marko Grujić,Serbia,MF,26,1. Porto,1996,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,1.0,100.0,6.92,6.92,0.0,0.0,0.0,0.0,1,13.0,13.0,4.8,0.1,0,,0,1,13.0,2,1.0,0.0,0.0,0.0,0.0,1.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0
INT-World Cup,2022,Serbia,Miloš Veljković,Serbia,DF,26,1. Werder Bremen,1995,3.0,3.0,221.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,221.0,74.0,81.9,2.5,3,74.0,1,0,,0,0.33,5.0,8.0,-3.0,-1.22,-1.22,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0
INT-World Cup,2022,Serbia,Nemanja Gudelj,Serbia,MF,30,1. Sevilla,1991,2.0,1.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2,92.0,46.0,34.1,1.0,1,56.0,0,1,36.0,1,0.0,0.0,0.0,0.0,0.0,1.52,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,,,0.0
INT-World Cup,2022,Serbia,Nemanja Maksimović,Serbia,MF,27,1. Getafe,1995,3.0,1.0,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,122.0,41.0,45.2,1.4,1,90.0,1,2,16.0,0,0.33,3.0,3.0,0.0,0.0,1.82,1.4,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,,,0.0
INT-World Cup,2022,Serbia,Nemanja Radonjić,Serbia,"FW,MF",26,1. Torino,1996,3.0,0.0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,2.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,3,60.0,20.0,22.2,0.7,0,,0,3,20.0,0,0.33,0.0,2.0,-2.0,-3.0,-2.57,0.7,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,,,0.0
INT-World Cup,2022,Serbia,Nikola Milenković,Serbia,DF,24,1. Fiorentina,1997,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,5.0,8.0,-3.0,-1.0,,3.0,2.0,0.0,0.0,8.0,2.0,0.0,1.0,5.0,6.0,,,0.0
INT-World Cup,2022,Serbia,Predrag Rajković,Serbia,GK,26,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0,0.0,0,,0,0,,2,0.0,2.0,3.0,-1.0,,,,,,,,,,,,,,,
INT-World Cup,2022,Serbia,Saša Lukić,Serbia,MF,25,1. Torino,1996,3.0,3.0,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,1.0,0.0,0.0,0.37,0.0,0.0,,0.0,0.0,3,245.0,82.0,90.7,2.7,3,82.0,2,0,,0,0.33,5.0,7.0,-2.0,-0.73,2.87,2.7,2.0,0.0,0.0,7.0,1.0,0.0,1.0,1.0,1.0,,,0.0
INT-World Cup,2022,Serbia,Sergej Milinković-Savić,Serbia,"MF,FW",27,1. Lazio,1995,3.0,3.0,233.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.39,0.0,0.39,0.39,0.39,2.6,1.0,3.0,1.0,33.3,1.16,0.39,0.33,1.0,0.0,0.0,3,233.0,78.0,86.3,2.6,3,78.0,1,0,,0,0.33,5.0,8.0,-3.0,-1.16,-1.16,2.6,1.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,1.0,,,0.0
